Name,Offcd,Degree,School,Major,Edu_S,Edu_E
官员姓名,官员代码,学历/学位,毕业学校,专业,教育起始时间,教育终止时间
泽巴足,0000016823,学习,中央党校,,1995.09,1996.07
泽巴足,0000016823,本科,四川省委党校,行政管理,1996.09,1998.12
泽巴足,0000016823,研究生,四川省委党校,现代管理,2000.09,2003.06
詹毅,0000016859,研究生,中央党校,,,
张百如,0000016868,大专,中央团校,,1983.08,1985.07
张百如,0000016868,学习,中央党校,,1996.09,1997.01
张百如,0000016868,本科,中央党校,党政管理,1995.08,1997.12
张秉法,0000016883,研究生,中央党校,,,
张传栋,0000016901,学习,福建省革委会解放干部学习班,,1972.lO,1973.04
张春生,0000016905,本科,合肥师范学院,中文系,1965.09,1969.09
张春生,0000016905,学习,中央党校,,1995.03,1995.05
张春生,0000016905,学习,中央党校,,1999.03,1999.05
张国胜,0000016965,学习,中央党校,,2002.03,2002.05
张国胜,0000016965,研究生,中央党校,,,
张海钦,0000016971,大专,中央农业管理干部学院北农大分院,,,
张汉东,0000016975,学习,新疆米泉县良种场再教育,,,
张汉东,0000016975,学习,辽宁财经学院,基建经济系财务与信用,,
张怀瑞,0000017008,学习,解放军装甲兵学院,,,1960.00
张会民,0000017014,本科,吉林大学,历史系,1979.09,1983.07 
张会民,0000017014,研究生,中央党校,党史专业,1983.07,1986.06 
张纪华,0000017021,大专,云南省委党校,,1984.09,1986.07 
张纪华,0000017021,研究生,党校,,,
张金标,0000017048,学习,喀什农校,植保,1980.09,
张敬涛,0000017071,学习,山东大学,,1971.00,
张九汉,0000017076,本科,江苏农学院,农学专业,1973.09,1977.02
张九汉,0000017076,学习,江苏省政府派往日本爱知县研修,农业现代化与设施农业栽培技,1980.04,1980.10
张九汉,0000017076,学习,省委组织部、省教委和南京大学联合举办的国际工商管理专业研究生课程进修班,,1995.10,1997.10
张九汉,0000017076,研究生,中央党校,科学社会主义,2000.01,2002.12
张九汉,0000017076,学习,中央党校,,2000.03,2001.01
张开勋,0000017088,学习,武威师范学校,,1972.08,1974.08
张开勋,0000017088,学习,兰州大学,新闻专业,1985.06,1988.12
张开勋,0000017088,函授,中央党校,经济管理,1992.09,1994.12
张开勋,0000017088,学习,中央党校,,2001.03,2002.01
张开勋,0000017088,研究生,中央党校,党的学说与党的建设,2001.03,2004.01
张雷,0000017099,本科,南京航空学院,机械设计,1978.09,1982.08
张雷,0000017099,学习,哈佛大学,,2006.06,2006.09
张木生,0000017140,高中,中国人民大学附属中学高中,,,1965.00
张木生,0000017140,本科,内蒙古大学哲学系,,1973.00,1975.00
张奇,0000017155,学习,陕西陆军讲武堂,,,
张荣茂,0000017192,学习,大连工学院,化学工程,,1965.07
张润霞,0000017197,研究生,东北工学院,,,1966.00
张少康,0000017203,本科,广西师范学院,中文专业,1974.09,1977.03
张少康,0000017203,学习,中央党校,,1994.08,1995.01
张少康,0000017203,学习,中央党校,,2000.09,2001.01
张少康,0000017203,学习,国防大学省部级领导干部培训班,,2011.04,2011.05
张士毅,0000017219,学习,保定第二师范,,1938.00,
张士毅,0000017219,学习,通州第十师范,,,
张士毅,0000017219,学习,北平中国大学,政治经济学,1935.00,
张士毅,0000017219,学习,华北抗日联合大学,,,
张守成,0000017229,学习,青海民族学院,政治系,1975.08,1978.08
张守成,0000017229,研究生,青海省委党校,政治经济学,2001.02,2003.07
张同钰,0000017256,学习,延安中央党校,,1944.00,
张文树,0000017276,大专,黑龙江省委党校,党政,,
张文学,0000017277,学习,大连水产专科学校,轮机管理,1964.09,1967.09
张文学,0000017277,学习,中央党校,,1978.06,1979.01
张文学,0000017277,学习,中央党校,,2001.09,2001.11
张晓兰,0000017298,本科,四川大学,物理学,1982.09,1986.07 
张晓兰,0000017298,研究生,四川大学,激光物理,1986.07,1989.07 
张晓兰,0000017298,学习,重庆市委党校,,1998.09,1999.01
张晓兰,0000017298,学习,赴澳大利亚参加由中组部主办的“小康社会领导者培训项目”第1期现代农业发展与农村建设专题研究班,,2006.11,2006.12
张晓兰,0000017298,学习,中央党校,,2007.03,2007.07
张燮飞,0000017308,本科,福建农学院,农学系,1978.00,1982.00
张燮飞,0000017308,学习,中央党校,,1990.09,1991.07
张燮飞,0000017308,研究生,福建省委党校,经济管理,,1998.01
张裔炯,0000017356,学习,中央团校,,1979.00,1980.00
张裔炯,0000017356,大专,青海广播电视大学,语文,1983.03,1985.08
张裔炯,0000017356,学习,中央党校,,1990.03,1990.07
张裔炯,0000017356,学习,中央党校,,1995.09,1996.07
张裔炯,0000017356,研究生,中央党校,法学,1995.09,1999.03
张迎祥,0000017362,学习,湖南建国中学高中,,1949.04,
张迎祥,0000017362,学习,江西南昌大学,中文系,1952.07,
张永霞,0000017374,本科,河北工学院,公路、城市道路与桥梁,1986.09,1990.07
张永霞,0000017374,学习,山东大学,马克思主义哲学,1998.12,2000.09
张永霞,0000017374,学习,山东省中青年干部赴美国康涅狄格州中央州立大学培训班,,2003.06,2003.12
张永霞,0000017374,研究生,中央党校,,,
张佑才,0000017382,本科,南京工业大学,无机化工,,1965.08
张玉舜,0000017395,研究生,厦门大学,会计,,
张哲民,0000017424,学习,中央党校,,1956.08,1957.12
张正德,0000017435,学习,安吴青训班,,1938.00,
张正德,0000017435,学习,延安中央党校,,1944.00,
张志军,0000017449,研究生,吉林大学,思想政治教育,1993.09,1995.12
张志军,0000017449,研究生,,法学,,1996.04
张志军,0000017449,博士,吉林大学,政治学理论,2000.09,2005.12
张志银,0000017458,本科,解放军洛阳外语学院,日语,1976.11,1980.01
张志银,0000017458,研究生,中南工业大学,管理工程,1993.09,1996.07 
张志银,0000017458,博士,北京大学,法学,,
张柱,0000017477,本科,西北农业大学,植保,1985.09,1989.07
张柱,0000017477,研究生,中央党校,党建,2001.01,2003.12
章新胜,0000017497,学习,解放军张家口工程学院,,1964.00,1969.00
章新胜,0000017497,学习,浙江大学,英语,1974.99,1977.00
章新胜,0000017497,学习,美国科罗拉多丹佛大学,工商管理,1980.00,1981.00
章新胜,0000017497,学习,美国哈佛商学院,,1986.00,
章耀德,0000017498,研究生,美国哈佛大学,设计学,1998.00,2000.00
赵豪志,0000017546,本科,山东工业大学,机械制造工艺及设备,1983.09,1987.07
赵衡蘧,0000017548,学习,中南矿冶学院,,,1961.00
赵禄祥,0000017589,学习,北京钢铁学院,,,
赵培星,0000017600,博士,哈尔滨工业大学,,,
赵瑞东,0000017609,本科,中国人民大学,计划经济,1985.09,1989.07
赵胜堂,0000017612,研究生,东北师范大学,政治经济学,,
赵宪忠,0000017639,学习,山西晋中地区农业学校,水利,1976.10,1978.07
赵宪忠,0000017639,学习,中央党校,,1998.03,1998.07
赵宪忠,0000017639,研究生,四川工商管理学院,,2001.09,2003.07
赵晓君,0000017649,研究生,吉林省委党校,,,
赵新良,0000017651,本科,辽宁省东北工学院,钢铁冶金,1964.08,1970.08
赵乙生,0000017665,学习,中央民族学院,,1958.00,1960.00
赵永吉,0000017673,学习,吉林工学院,,,
赵永清,0000017674,学习,山东昌潍师专,汉语言,1980.09,1982.07
赵永清,0000017674,学习,山东师范大学,中文系,1984.09,1987.09
赵永清,0000017674,研究生,山东省委党校,政治,1997.09,2000.07
赵永忠,0000017676,学习,青海省五七干校,,1968.11,1970.02
赵永忠,0000017676,大专,青海省委党校,政治理论,1984.09,1986.07
赵长风,0000017690,学习,山东合作干校,,,
赵长风,0000017690,学习,滕县专区干校,,,
赵振起,0000017695,本科,吉林大学,经济学,,
赵振起,0000017695,研究生,吉林大学,经济学,,
赵智勇,0000017703,研究生,西南财经大学,银行学,,
郑宝林,0000017719,学习,北京矿业学院,采煤专业,1961.09,1966.09 
郑宝林,0000017719,研究生,中央党校,,1984.09,1986.07
郑牧民,0000017767,学习,合肥工业大学,地质,1973.12,"1976,07"
郑牧民,0000017767,学习,中央党校,,1988.02,1988.07
郑牧民,0000017767,学习,中央党校,,1995.09,1996.07
郑牧民,0000017767,研究生,中央党校,法学,1995.09,1998.07
郑睦鑫,0000017768,学习,中山大学,,,
郑少康,0000017780,学习,华东军政大学,,,
郑小明,0000017797,本科,西北农学院水利系,农田水利工程专业,1976.12,1979.08
郑小明,0000017797,培训,中央党校中青年干部培训班,,1993.09,1994.07
郑小明,0000017797,研究生,中央党校在职研究生班,马克思主义哲学专业,2001.03,2004.07
郑义,0000017804,本科,广西大学,英语,1959.00,1963.00
郑重远,0000017820,学习,抗日军政大学,,1937.08,
郑重远,0000017820,学习,中央党校,,1937.08,
钟家明,0000017841,学习,江西宜春师范专科学校,中文系,1958.09,1960.09
钟家明,0000017841,学习,农业部农业领导干部研修班,,1987.00,
钟健华,0000017843,研究生,华东理工大学,,1994.09,1996.09
钟健华,0000017843,学习,中央党校,,1996.09,1997.07
钟健华,0000017843,研究生,中央党校,经济管理,1996.09,1999.07
钟力生,0000017847,学习,焦作矿业学院,,1955.09,1958.08
钟勉,0000017848,本科,四川财经学院,政治经济学,1980.09,1984.07
钟勉,0000017848,研究生,西南财经大学,政治经济学,1992.09,1995.07
钟勉,0000017848,博士,西南财经大学,社会主义市场经济研究,1998.09,2001.01
钟勉,0000017848,学习,中央党校,,2002.03,2003.01
钟文,0000017856,学习,华南农学院,,1982.09 ,1984.07
钟文,0000017856,学习,中央党校,,1990.09,1991.07
钟文,0000017856,本科,中央党校,党政管理,1990.08,1992.12
钟想廷,0000017858,学习,广西大学,政治理论,1984.08,1986.07 
钟想廷,0000017858,研究生,中国社会科学院,经济,1996.04,1998.04 
钟想廷,0000017858,学习,中央党校,,1999.03,1999.07 
周本模,0000017877,学习,华东大学皖北分校,,,
周本模,0000017877,学习,皖北军区军政干校,,,
周昌贡,0000017879,研究生,中央党校,政治经济学,,
周福元,0000017897,学习,中央农业管理干部学院浙江农业大学分院,农业管理,1983.09,1985.07
周福元,0000017897,本科,中央党校,党政管理,1995.08,1997.12
周国富,0000017907,,浙江农业大学,农学,1963.09,1967.09
周国富,0000017907,培训,省委党校,,1984.01,1984.12
周国富,0000017907,培训,中央党校,,1985.09,1986.01
周国富,0000017907,研修,中央党校,,1994.09,1994.11
周济,0000017922,学习,清华大学,机械制造,1965.09,1970.03
周济,0000017922,研究生,华中工学院,机械制造,1978.09,1980.09
周济,0000017922,博士,美国纽约州立大学,机械工程,1980.09,1984.03
周金伙,0000017932,学习,福建医科大学,,,
周联清,0000017950,本科,福建省委党校,,,
周明理,0000017962,学习,北京大学,,,
周沛,0000017965,学习,西安石油学校,,,1956.00
周日方,0000017970,本科,华南农学院,植保,1965.09,1969.09
周士第,0000017973,,琼崖中学,,1914.00,
周万龙,0000017986,本科,中央党校,经济管理,,
周一波,0000018011,学习,杭州无线电工业管理学校,,1971.09,1971.12
周一波,0000018011,学习,中共陕西省商洛地委党校,,1984.06,1986.06
周一波,0000018011,函授,中央党校,经济管理,1994.08,1996.12
周一波,0000018011,本科,解放军西安政治学院,法律,1996.07,1999.07
周一波,0000018011,研究生,陕西财经学院,财政学,1997.09,1999.09
周颐,0000018012,,延安抗大,,1937.12,
周异决,0000018013,本科,中央民族学院,民族学,1984.00,1988.00
周异决,0000018013,博士,北京大学,区域经济学,1999.00,2011.00
周政坤,0000018030,本科,,,,
周仲明,0000018037,本科,河北机电学院,金属材料及热处理,1980.09,1984.08
周仲明,0000018037,进修,北京大学,区域经济学,1997.07,1999.07
周仲明,0000018037,研究生,河北大学,中国古代文学,2001.07,2003.07
朱德义,0000018057,研究生,哈尔滨工业大学,管理科学与工程,,
朱季历,0000018077,本科,,,,
朱军,0000018084,学习,武汉钢铁学院,炼铁,1974.08,1977.07
朱军,0000018084,培训,北京钢铁学院,,1985.02,1985.07
朱军,0000018084,进修,中央党校,,1996.02,1996.07
朱龙生,0000018092,专修,南京师范学院,中文,1980.09,1983.07
朱龙生,0000018092,培训,省委党校,,1992.02,1992.07
朱龙生,0000018092,研修,东南大学,工商行政管理,1996.02,1998.06
朱龙生,0000018092,研究生,省委党校,政治经济学,2002.09,2004.01
朱农,0000018104,学习,新四军第三支队救亡训练班,,1939.01,
朱奇民,0000018105,,韩庄高级小学,,,1935.00
朱奇民,0000018105,,兖州乡村师范学校,,1935.00,
朱绍毅,0000018115,研究生,,,,
朱之文,0000018151,本科,厦门大学,财务会计,1978.00,1982.00
朱之文,0000018151,学习,国家高级教育行政学院,马克思主义,1992.00,
朱治宏,0000018154,学习,中共中央党校,,1981.03,1981.07
朱治宏,0000018154,进修,中共中央党校,,1991.03,1991.05
朱忠民,0000018156,本科,南京化工学院,,,1969.00
朱作勇,0000018158,本科,,,,
诸宗智,0000018160,本科,合肥工业大学,,,1965.00
祝金水,0000018167,本科,武汉师范学院（现湖北大学）,中文,1978.07,1982.09
祝金水,0000018167,培训,省委党校,,1993.09,1993.12
祝耀祖,0000018171,大专,,,,
祝业精,0000018172,博士,,,,
庄稼汉,0000018176,本科,复旦大学,企业经济管理,1989.09,1992.07
庄稼汉,0000018176,本科,省委党校,,1991.09,1993.07
庄稼汉,0000018176,进修,中国社会科学院,经济,1996.10,1998.11
庄稼汉,0000018176,培训,省委党校,,2000.09,2001.01
卓嘎,0000018186,研究生,,,,
邹鲁风,0000018217,本科,北平东北大学,,1933.00,
邹问轩,0000018226,中学,南昌心远中学,,1930.00,
邹问轩,0000018226,中学,北平大中中学,,1933.00,1934.00
邹问轩,0000018226,本科,中国大学,,1934.00,
邹问轩,0000018226,学习,马列学院中央党校二部,,1938.10,
张学忠,0000018247,大专,甘肃省兰州市师范学校,,1958.08,1961.07
张学忠,0000018247,本科,兰州大学,汉语言文学,1964.09,1966.06
杜捷,0000018249,函授,中央党校,经管,1993.09,1995.12
杜捷,0000018249,研究生,青海省委党校,政治经济学,2000.09,2002.12
李磊,0000018252,本科,北京大学,物理,1989.01,1990.01
李磊,0000018252,博士,国防科学技术大学,计算机,1990.09,1999.10
李磊,0000018252,博士,哈尔滨工业大学,通信与电子系统,1996.09,1999.10
李沛文,0000018255,本科,西北师范大学,"汉语
甘肃省政府秘书长李沛文
甘肃省政府秘书长李沛文
言文学",1978.03,1981.09
李沛文,0000018255,进修,兰州大学,政治经济学,1994.09,1997.09
刘富春,0000018256,培训,山东农学院,,1980.10,1982.06
刘富春,0000018256,培训,省委党校,,1991.09,1992.06
刘富春,0000018256,函授,山东农业大学,经济管理,1993.09,1996.07
刘富春,0000018256,进修,山东农业大学,经济管理,1998.09,2000.08
马学军,0000018257,本科,西北民族学院,汉语言文学,1980.09,1984.07
马学军,0000018257,培训,中央党校,,2001.03,2002.01
马学军,0000018257,研究生,中央党校,经济管理,2001.03,2004.01
秦雨屏,0000018261,本科,天津南开大学,,,
秦雨屏,0000018261,,延安抗大,,,
秦雨屏,0000018261,,延安马列学院,,,
丘广钟,0000018263,高中,,,,1969.01
丘广钟,0000018263,大专,福建农学院,农学,1972.11,1975.08
周以忠,0000018266,本科,清华大学,金属材料与热处理,1979.07,1984.07
周以忠,0000018266,研究生,清华大学,金属材料与热处理,1984.07,1987.10
朱克江,0000018281,本科,山东聊城师范学院,,1978.09,1982.08
朱克江,0000018281,研究生,荷兰马斯特管理学院,工商管理,1997.11,1998.11
朱克江,0000018281,博士,南京大学,企业管理,2000.09,2002.08
朱民,0000018287,本科,复旦大学,政治经济学,1980.09,1984.08
朱民,0000018287,研究生,复旦大学,政治经济学,1989.09,1992.07
朱民,0000018287,培训,江苏省高级管理人才经济研究班,,2000.09,2000.12
朱民阳,0000018288,学习,江苏省江南大学,中文,1983.09,1986.09
朱民阳,0000018288,研究生,,工商管理,,
朱明,0000018289,本科,,,,
朱德海,0000018297,学习,莫斯科东方劳动大学,,1936.00,1939.09
朱德海,0000018297,学习,抗日军政大学和中央海外研究班,,1941.00,
朱森林,0000018300,本科,,,,
朱善璐,0000018301,高中,黑龙江省拜泉县第一中学,,1965.07,1968.09
朱善璐,0000018301,本科,北京大学,哲学,1979.09,1982.08
朱善璐,0000018301,进修,中共中央党校,,1995.09,1996.01
朱善璐,0000018301,培训,中共中央党校,,2005.09,2006.01
吴平,0000018317,学习,西藏民族学院,统计,1993.09,
吴平,0000018317,学习,西南民族大学,行政管理,2004.02,2006.01
吴靖平,0000018330,本科,四川建材学院,地勘,1980.02,1984.07
吴靖平,0000018330,研究生,清华大学,思想政治教育,1988.09,1991.05
吴靖平,0000018330,学习,省委党校,,1998.10,1998.12
吴靖平,0000018330,培训,中央党校,,2008.03,2008.07
吴亮平,0000018340,高中,南洋中学,,1919.00,
吴南生,0000018345,,中共中央党校,,1944.00,
杨春光,0000018347,本科,山东大学,中文,,1978.00
张广智,0000018352,本科,河南大学,政治教育,1978.03,1982.01
张广智,0000018352,培训,河南省委党校,,1991.09,1992.07
张广智,0000018352,研究生,中国政法大学,民商法,1993.03,1997.07
张广智,0000018352,学习,中央党校,,1998.02,1998.07
张广智,0000018352,博士,华中科技大学,管理科学与工程,1999.09,2003.06
董卫民,0000018476,本科,湖北工学院,制造工艺及设备,1986.09,1990.07
董卫民,0000018476,培训,黄冈市委党校,,1996.05,1996.06
董卫民,0000018476,研究生,华中师范大学,科技哲学,1996.09,1999.11
董卫民,0000018476,进修,黄冈市委党校,,2000.09,2000.10
董卫民,0000018476,学习,英国伍斯特大学,,2004.12,2005.03
董卫民,0000018476,进修,中组部延安干部学院,,2012.11,
刘炳旺,0000018496,本科,新乡师范学院,化学,1972.01,1975.05
刘明,0000018498,研究生,云南大学,国际贸易,,
孙志军,0000018515,,武汉大学,辩证唯物主义和历史唯物主义,1978.01,1982.07
孙志军,0000018515,研修,武汉大学,马克思主义哲学,1990.09,1992.07
孙志军,0000018515,研究生,,,1994.08,
孙志军,0000018515,培训,中央党校,,2000.03,2001.01
毕小彬,0000018625,学习,铜陵财经专科学校,,1984.09,1986.07
毕小彬,0000018625,学习,中央党校,经济管理,1989.09,1992.06
毕小彬,0000018625,研究生,中央党校,经济管理,2003.09,2006.07
毕小彬,0000018625,培训,中央党校,,2008.03,2009.01
汤林祥,0000018635,本科,安庆师范学院,,1994.09,1997.09
汤林祥,0000018635,学习,省委党校,,1984.09,1986.07
王久祜,0000018636,本科,山东财经大学,贸易经济,1965.09,1970.08
张韶春,0000018642,本科,安徽大学,汉语言文学,1979.09,1983.08
张韶春,0000018642,学习,国家科委第10期科技管理研究班,,1983.09,1983.12
张韶春,0000018642,研究生,华中理工大学,应用社会学,1993.09,1997.06
张韶春,0000018642,培训,中央党校,,2003.03,2004.01
赵江涛,0000018647,本科,哲里木畜牧学院,兽医,1980.09,1984.08
赵江涛,0000018647,本科,中央党校,经济管理,1994.09,1996.12
赵江涛,0000018647,培训,内蒙古党校,,2004.03,2004.04
赵江涛,0000018647,学习,美国密苏里大学,公共管理,2007.04,2007.07
安伟,0000018648,本科,河南大学,政治,1984.09,1988.07
安伟,0000018648,研究生,兰州大学,世界近现代史,,
安伟,0000018648,学习,河南省委党校,,2001.02,2001.06
安伟,0000018648,博士,华中科技大学,经济学,,2008.12
王乃学,0000018649,本科,吉林大学,国民经济管理,1980.09,1984.08
王乃学,0000018649,进修,对外经济贸易大学,,1996.09,1997.09
王乃学,0000018649,博士,北京大学,马克思主义学院科学社会主义与国际共产主义运动,1996.09,1999.07
邓沛然,0000018948,硕士,河北大学,企业管理,2004.09,2006.06
邓沛然,0000018948,博士,河北大学,世界经济,2006.09,2010.06
王立彤,0000018949,本科,安徽师范大学,化学教育,1986.09,1990.07
王立彤,0000018949,研究生,清华大学,思想政治教育,1992.09,1995.07
王立彤,0000018949,学习,浙江省第六期领导干部经济管理研究班,,2004.04,2004.11
常丽虹,0000018952,本科,河北大学,汉语言文学,1980.09,1984.07
常丽虹,0000018952,研究生,参加中央党校,在职研究生班经济学,1999.09,2002.07
常丽虹,0000018952,培训,,,2006.02,2006.05
陈平,0000018953,本科,河北师范大学,中文,1984.09,1988.06
陈平,0000018953,研究生,新加坡南洋理工大学,管理经济学,1999.10,2000.10
陈平,0000018953,培训,河北省委党校,,2005.09,2006.01
王景武,0000018954,本科,河北大学,红外物理,1982.09,1986.07
王景武,0000018954,研究生,北京航空航天大学,公共管理,2002.03,2005.03
王伟中,0000018955,本科,清华大学,水资源工程,1979.09,1984.09
王伟中,0000018955,研究生,水利电力部水利水电科学研究院,水资源研究所工程水文及水资源,1984.09,1987.04
王伟中,0000018955,博士,清华大学,管理科学与工程,1999.05,2006.07
王伟中,0000018955,培训,中央党校,,2008.03,2008.07
雷健坤,0000018958,博士后,中国社会科学院,应用经济学,2004.09,2006.09
雷健坤,0000018958,培训,中央党校,,2008.03,2009.01
关建勋,0000018959,,山西农业大学,农业经济管理,1980.09,1984.07
关建勋,0000018959,研究生,中央党校,经济学,2008.03,2010.01
董一兵,0000018960,研究生,中国社科院研究生院,农业经济,1996.04,1998.03
董一兵,0000018960,研究生,新加坡南洋理工大学,,2009.03,2010.03
卢建明,0000018963,本科,太原理工大学,机械制造工艺及设备,1980.07,1984.07
卢建明,0000018963,进修,武汉工学院,企业管理工程,1985.07,1986.09
卢建明,0000018963,研究生,吉林大学,国民经济计划和管理,1995.09,1998.06
卢建明,0000018963,研究生,新加坡南洋理工大学,,2006.02,2007.02
卢建明,0000018963,博士,华中科技大学,西方经济学,2005.09,2008.11
张志川,0000018964,学习,郑州水利学校,农田水利,1980.07,1982.07
张志川,0000018964,本科,武汉大学,水利水电工程,1983.07,1988.12
张志川,0000018964,硕士,武汉大学,水利水电工程,1996.09,1998.06
张志川,0000018964,博士,武汉大学,水利水电工程,2002.09,2005.06
张志川,0000018964,访问学者,美国马里兰大学,,2003.06,2003.12
刘锋,0000018965,本科,山西大学,光电子,1979.09,1983.07
刘志宏,0000018966,学习,农牧渔业部农村经济管理干部学院,,1983.09,1985.07
刘志宏,0000018966,进修,中央党校,,2003.09,2004.01
刘志宏,0000018966,研究生,中央党校,研究生院法学理论,2003.09,2005.09
高键,0000018967,本科,山西师范大学,汉语言文学,1988.09,1992.07
高键,0000018967,研究生,陕西师范大学,文艺学,1998.07,2001.08
陈振亮,0000018968,本科,山西农业大学,农学,1979.09,1983.08
陈振亮,0000018968,学习,中央党校,,2005.10,2006.01
陈振亮,0000018968,研究生,中国农业大学,,2002.03,2005.03
陈振亮,0000018968,博士,南京航空航天大学,马克思基本原理,2008.09,2013.06
赵建平,0000018969,学习,山西省计划统计学校,国民经济统计,1980.11,1983.08
赵建平,0000018969,学习,山西财经学院,统计学,1985.09,1988.06
赵建平,0000018969,研修,中国社科院研究生院,企业管理,1996.12,1998.11
赵建平,0000018969,研究生,中国矿业大学,项目管理,2007.05,2010.07
王成,0000018970,大专,朔县师范学校,,1984.09,1987.07
王成,0000018970,本科,山西师范大学,政治经济学,1987.09,1994.06
王成,0000018970,研究生,山西师范大学,政治经济学,1987.09,1994.06
刘予强,0000018972,学习,山西省晋东南会计学校,工业会计,1979.09,1981.08
刘予强,0000018972,本科,山西大学,行政管理,,2000.12
王立伟,0000018973,本科,山西农业大学,农业经济管理,1979.09,1984.08
王立伟,0000018973,研究生,西北农林科技大学,种植,2004.12,2009.06
宋亮,0000018974,本科,内蒙古大学,计划统计,1981.09,1985.07
宋亮,0000018974,研究生,南开大学,金融学,2006.09,2008.06
宋亮,0000018974,培训,中央党校,,2007.03,2008.01
史万钧,0000018975,大专,内蒙古自治区昭乌达盟农牧学校,兽医,1980.09,1983.07
史万钧,0000018975,学习,辽宁大学,汉语言文学,1987.08,1990.07
史万钧,0000018975,本科,中央党校,经济管理,1995.08,1997.12
史万钧,0000018975,研究生,中央党校,经济管理,2008.09,2011.07
高世宏,0000018976,学习,内蒙古大学,经济管理,1988.09,1990.07
高世宏,0000018976,本科,中央党校,法律,2000.09,2002.12
高世宏,0000018976,研修,中央党校,研究生院经济管理,2006.09,2009.07
高世宏,0000018976,研究生,内蒙古大学,马克思主义哲学,2011.09,2014.06
孟宪东,0000018977,本科,内蒙古农牧学院,兽医,1983.09,1988.07
孟宪东,0000018977,培训,中央党校,,2009.03,2010.01
孟宪东,0000018977,研究生,内蒙古农业大学,农业推广,2005.03,2008.07
郝茂荣,0000018978,本科,内蒙古大学,物理化学,1981.09,1985.07
郝茂荣,0000018978,研究生,内蒙古大学,物理化学,1985.09,1988.06
郝茂荣,0000018978,学习,包头钢铁学院,,1992.03,1993.03
郝茂荣,0000018978,学习,北京化工大学,应用化学,1999.09,2003.12
郝茂荣,0000018978,研修,中组部举办的清华大学—哈佛大学公共管理高级研修班,,2003.07,2003.10
郝茂荣,0000018978,,中组部举办的北大光华-西班牙IESE商学院,,2013.06,2013.07
郝茂荣,0000018978,培训,中央党校,,2014.09,2015.01
牛俊雁,0000018979,大专,中央党校,经济管理,1990.08,1993.06
牛俊雁,0000018979,函授,中央党校,经济管理,1993.08,1995.12
牛俊雁,0000018979,研究生,中国社会科学院,研究生院市场经济,1997.05,1998.05
牛俊雁,0000018979,研究生,华中科技大学,高级管理人员工商管理,2007.04,2009.12
龚明珠,0000018980,本科,内蒙古大学,,1985.09,1989.07
龚明珠,0000018980,,内蒙古自治区团委学校,,1995.04,1997.02
龚明珠,0000018980,培训,内蒙古党校,,2003.03,2003.08
龚明珠,0000018980,研究生,上海交通大学,高级管理人员工商管理,2011.03,2013.06
于立新,0000018981,本科,内蒙古工学院,机械制造工艺设备及自动化,1983.09,1987.07
于立新,0000018981,学习,国家电力公司党校,,1998.09,1999.01
于立新,0000018981,培训,中央党校,,2010.03,2011.01
李世镕,0000018982,MBA,华中科技大学,,2005.09,2007.10
常志刚,0000018984,学习,内蒙古自治区呼和浩特职工大学,政史,1988.08,1991.01
常志刚,0000018984,学习,内蒙古党校,,2003.03,2003.08
常志刚,0000018984,学习,中央党校,研究生院党建,2000.09,2003.12
常志刚,0000018984,进修,内蒙古党校,,2004.05,2004.06
常志刚,0000018984,研究生,全国市长培训中心,,2005.10,2005.11
常志刚,0000018984,培训,参加中组部在北京大学举办的司局级领导干部全球公共政策高级培训班,,2009.06,2009.08
费东斌,0000018985,本科,长沙铁道学院,铁道运输,1987.09,1991.07
费东斌,0000018985,研究生,清华大学,工业工程领域,2003.11,2004.10
张恩惠,0000018986,本科,内蒙古财经学院,工业财会,1987.09,1991.07
张恩惠,0000018986,研究生,内蒙古党校,研究生班经济管理,2002.08,2004.12
张恩惠,0000018986,学习,内蒙古党校,,2006.09,2007.01
张恩惠,0000018986,学习,华中科技大学,工商管理,2008.09,2010.12
奇巴图,0000018987,学习,内蒙古大学,历史,1989.09,1991.07
奇巴图,0000018987,本科,中央党校,,1993.08,1995.12
奇巴图,0000018987,研究生,北京外国语大学,经济管理,2000.09,2002.07
奇巴图,0000018987,研究生,北京大学,公共管理,2005.03,2008.01
韩宪军,0000018988,学习,内蒙古农牧学院,食品工程,1989.09,1991.07
韩宪军,0000018988,研究生,中国人民大学,进修企业管理,2001.09,2002.07
韩宪军,0000018988,学习,沈阳工业学院,会计学,2001.09,2004.07
韩宪军,0000018988,学习,内蒙古党校,经济管理,2005.09,2008.01
罗虎在,0000018989,学习,呼伦贝尔盟教育学院,中文,1980.09,1982.07
罗虎在,0000018989,本科,中央党校,经济管理,1997.08,1999.12
罗虎在,0000018989,学习,内蒙古党校,,2003.03,2003.08
罗虎在,0000018989,研究生,参加中央党校,经济管理,2003.09,2006.07
霍照良,0000018990,本科,北京大学,经济管理,1986.09,1990.07
霍照良,0000018990,研究生,中央党校,政治学理论,2003.03,2006.01
赵文亮,0000018991,学习,伊克昭盟财贸学校,财政税务,1985.03,1987.08
赵文亮,0000018991,大专,中央党校,经济,1992.09,1995.06
赵文亮,0000018991,学习,内蒙古党校,,2010.03,2010.06
赵文亮,0000018991,研究生,华中科技大学,工商管理,2006.01,2008.04
田树槐,0000018996,大专,辽宁省朝阳地区凌源师范学校,,1981.08,1984.07
田树槐,0000018996,学习,辽宁大学,哲学,1985.08,1988.07
