Name,Offcd,Degree,School,Major,Edu_S,Edu_E
官员姓名,官员代码,学历/学位,毕业学校,专业,教育起始时间,教育终止时间
李志锋,0000011753,学习,延安师范,,1984.09,1987.07
李志锋,0000011753,学习,中央党校,经济信息,1995.12,1998.12
李志锋,0000011753,研究生,陕西师范大学,,1999.07,2001.08
李志锋,0000011753,研究生,中央党校,经济管理,2004.09,2007.07
李志红,0000011754,本科,山东大学,光学专业,1985.09,1989.07
李志军,0000011756,学习,财政部财政科学研究所,财政理论与政策,,
李志强,0000011759,本科,西安交通大学,锻压,1982.09,1986.07
李志雄,0000011760,本科,西南政法学院,法律,1980.09,1984.07
李志雄,0000011760,学习,重庆市委党校,,1997.09,1998.01
李志雄,0000011760,,,,2001.07,2002.07
李智富,0000011762,学习,华东理工大学,水文地质和工程地质,1983.07,
李智富,0000011762,学习,江西省委党校,,1998.09,1999.01
李中华,0000011764,学习,六安农校,农学专业,1984.09,1987.07
李中华,0000011764,培训,省委党校中青年干部培训班,,2004.09,2004.12
李作勋,0000011784,本科,贵州大学,哲学专业,1989.09,1993.07
李作勋,0000011784,研究生,南京大学,中国哲学,1993.07,1996.03
李作勋,0000011784,博士,南京大学,中国哲学,1996.03,1999.04
李作勋,0000011784,学习,贵州省高级公务员赴美研修班在科罗拉多大学学习,,2002.10,2002.12
厉秀珍,0000011787,学习,浙江财政学校,财政学,1980.09,1982.08 
栗朝举,0000011789,研究生,河南农业大学,作物栽培,,
栗建华,0000011790,本科,东北重型机械学院,轧钢机械,1978.02,1982.01 
廉德禄,0000011798,大专,佳木斯师范学校,,1977.00,1979.07
廉德禄,0000011798,本科,哈尔滨师范大学,教育行政管理,1986.09,1989.09
廉德禄,0000011798,研究生,哈尔滨工业大学,高级工商管理,2007.07,2009.12
梁大盛,0000011814,大专,广东省党校,党政干部,1985.09,1987.07
梁大盛,0000011814,学习,亚洲（澳门）国际公开大学,,,
梁德铭,0000011815,本科,党校,,,
梁东雁,0000011817,学习,郑州建筑工程学校,,1983.09,1986.07
梁东雁,0000011817,本科,混拿大学,土木工程,1988.08,1992.06
梁东雁,0000011817,研究生,河南大学,经济学,1996.10,1998.12
梁积福,0000011829,本科,广东民族学院,汉语言文学,1982.09,1987.07
梁杰鸿,0000011836,学习,四川省供销学校,,1980.10,1982.07 
梁津华,0000011838,学习,四川师范大学,汉语言文学,,1988.07
梁津华,0000011838,本科,中央党校,政法,1996.09,1998.07
梁君,0000011843,研究生,,,,
梁磊,0000011844,学习,中国政法大学,公共管理,,
梁磊,0000011844,研究生,中央党校,经济管理,,
梁宁,0000011850,本科,广西民族学院,物理,1985.09,1989.07
梁宁,0000011850,研究生,广西大学,,2001.09,2003.09
梁宁,0000011850,培训,河池市委党校,,2003.07,2003.10
梁培,0000011851,学习,广东省财政学校,建筑工程,1980.09,1982.07
梁培,0000011851,大专,广东省委党校,,1988.09,1991.07
梁培,0000011851,研究生,广东省委党校,,1995.09,1998.05
梁平江,0000011853,,南宁地区第二师范学校,普师,1983.09,1986.07
梁平江,0000011853,学习,广西青年干部学院,少年工作理论,1990.09,1992.07
梁平江,0000011853,本科,中央党校,政法,1997.09,1999.12
梁平江,0000011853,学习,南宁市委党校,,2000.10,2000.12
梁平江,0000011853,研究生,中南民族大学,中国少数民族经济,2002.09,2004.06
梁平江,0000011853,培训,广西壮族自治区党委党校,,2014.09,2015.01
梁蓉兰,0000011854,学习,甘肃省财贸学校财经专业学习,,1981.09,1983.08
梁蓉兰,0000011854,本科,中央党校,经济管理,1993.08,1995.12
梁蓉兰,0000011854,学习,财政部科研所,,1998.09,2000.02
梁世刚,0000011856,学习,庆阳师范学校,,1981.09,1984.07
梁世刚,0000011856,大专,西北师范大学,,1988.09,1990.06
梁世刚,0000011856,本科,中央党校,党政管理,1997.08,1999.12
梁世刚,0000011856,研究生,甘肃省委党校,经济社会发展与党的领导,2007.09,2010.06
梁万里,0000011861,研究生,广东省委党校,经济学,1999.0,2002.07
梁伟,0000011864,函授,中国人民大学,工业经济管理,1984.00,1989.00
梁伟,0000011864,学习,一年制中青年培训班,,1997.00,1998.00
梁伟,0000011864,研究生,中央党校,经济管理,1997.00,2000.00
梁新民,0000011870,学习,漳州龙溪简师,,1936.00,
梁彦国,0000011874,本科,青海师范大学,数学,1980.09,1984.07
梁一波,0000011876,本科,徐州师范学院,化学教育,1988.09,1992.06
梁永泉,0000011880,学习,湖南省怀化师专,中文,1981.09,1984.07 
梁永泉,0000011880,学习,湘潭大学,马克思主义哲学,1998.09,2002.09
梁永泉,0000011880,学习,国防科技大学,法律,2000.09,2003.06
梁在明,0000011883,学习,广东省委党校哲学党建课程,,,1984.00
梁铮,0000011884,大专,贵州商业高等专科学校,工商行政管理,1996.09,1998.07 
梁铮,0000011884,学习,上海市委党校,,2002.08,2002.09
梁铮,0000011884,学习,中央党校,法律,2000.08,2002.12
梁铮,0000011884,学习,贵州省委党校,,2009.05,2009.06
廖桂生,0000011893,专修,广西自治区广播电视大学,党政管理干部基础专修科,1984.09,1986.07
廖桂生,0000011893,培训,北京对外经济贸易大学,,1989.09,1990.01
廖桂生,0000011893,研究生,广西师范大学,国民经济学,1998.10,2000.10
廖国璋,0000011894,本科,,,,
廖建华,0000011896,中专,湖南第一师范,,1981.09,1985.07
廖建华,0000011896,大专,湖南师范大学,汉语言,1986.10,1996.06
廖建华,0000011896,本科,湖南师范大学,新闻学,1995.09,1998.06
廖锦成,0000011898,研究生,,,,
廖军文,0000011900,研究生,华南理工大学,工商管理,1993.09,1996.03
廖俊波,0000011901,研究生,中央党校,,,
廖俊云,0000011902,研究生,,,,
廖凯,0000011903,本科,南充师范学院,汉语言文学,1984.09,1988.07 
廖克全,0000011904,学习,乐山师范学校,,1979.08,1981.07
廖克全,0000011904,大专,西南师范大学,教育行政管理,1981.09,1983.07
廖克全,0000011904,研究生,四川省委党校,经济学,2000.03,2002.01
廖立勇,0000011905,专科,桂林师范学校,普师,1986.09,1989.09
廖立勇,0000011905,本科,广西师范大学,政治教育,1989.09,1993.09
廖立勇,0000011905,研究生,广西师范大学,马克思主义哲学,1993.09,1996.08
廖立勇,0000011905,学习,广西自治区党委党校,,2005.09,2006.01
廖立勇,0000011905,研究生,广西自治区党委党校,研究生班党政管理,2005.09,2007.12
廖立勇,0000011905,培训,中央党校,,2011.03,2012.01
廖仁松,0000011909,学习,成都市温江卫校,,1978.09,1981.07
廖仁松,0000011909,大专,四川省委党校,经济管理,1989.09,1992.06
廖仁松,0000011909,本科,四川省委党校,经济管理,1994.09,1996.12
廖仁松,0000011909,学习,成都电子科技大学管理学院,,1998.09,2000.07
廖汝奋,0000011911,中专,广西钦州农业学校,农学,1982.09,1985.07
廖雪梅,0000011915,中专,四川省江油幼儿师范学校,,1984.09,1987.07
廖雪梅,0000011915,本科,四川师范学院,历史系,1987.07,1991.07
廖云东,0000011917,学习,龙南中学,,,1981.00
廖云东,0000011917,学习,江西农业大学,畜牧兽医,1983.00,
廖志刚,0000011918,研究生,中央党校,,,
林邦彦,0000011924,大专,广东建筑工程专科学校,,1975.09,
林邦彦,0000011924,学习,同济大学,,1985.06,1986.02
林邦彦,0000011924,学习,广东省委党校,,1995.03,1995.07
林北川,0000011926,学习,海南师专,中文系,1978.10,1978.10
林北川,0000011926,学习,吉林省教育学院,中文专业,1996.09,1999.08
林碧红,0000011927,大专,广东省梅州市嘉应师专,物理系,1978.10,1981.07
林碧红,0000011927,研究生,广东省委党校,经济管理,1996.09,1999.07
林崇中,0000011931,学习,江门市师范学校,,1970.09,1971.07
林楚欣,0000011932,研究生,广东省社科院,经济学,,
林飞鸣,0000011938,本科,中山大学,经济地理与城乡区域规划,1987.09,1991.08
林飞鸣,0000011938,研究生,中山大学,人文地理学,1999.10,2001.07
林飞鸣,0000011938,研究生,中山大学,人文地理学,2008.09,2011.12
林抚生,0000011941,本科,哈尔滨工业大学,热能工程,1980.09,1984.07
林抚生,0000011941,研究生,哈尔滨工业大学,热能工程,1984.07,1987.07
林抚生,0000011941,研究生,清华大学,工商管理,1998.02,2001.01
林刚,0000011942,本科,西南师范大学,经济地理与城乡规划,1989.09,1993.07
林刚,0000011942,博士,四川大学,政治经济学,2006.09,2010.12
林锦明,0000011961,学习,福建农学院,农经,,1983.00
林晶华,0000011963,中专,昭乌达蒙族师范专科学校,,1984.09,1987.07
林龙飞,0000011971,学习,南京大学,,,
林录印,0000011972,研究生,陕西省委党校,,,
林庆山,0000011978,中专,广西钦州地区合浦师范学校,普通中师,1981.09,1984.07
林庆山,0000011978,学习,广西钦州地区教育学院,政治,1987.09,1989.07
林庆山,0000011978,函授,中央党校,经济管理,1994.08,1996.12
林庆山,0000011978,研究生,广西师范大学,法学理论,2003.09,2005.09
林庆山,0000011978,培训,上海浦东干部学院,,2014.09,2014.11
林仁芳,0000011979,大专,厦门大学,政党基础管理,,
林荣取,0000011981,大专,中央党校,,1984.09,1986.07
林荣忠,0000011984,本科,福建省委党校,,,
林守钦,0000011992,,福州大学,,,
林双全,0000011995,本科,西南石油学院,计算机及应用,1992.09,1996.07
林涛,0000011999,本科,北京师范大学,经济学,1988.09,1992.07 
林涛,0000011999,研究生,北京师范大学,经济学,1995.09,1998.07
林涛,0000011999,博士,北京大学,经济学,1999.09,2002.07
林涛,0000011999,学习,外交学院,,2005.10,2006.01
林涛,0000011999,学习,美国哈佛大学肯尼迪政府学院高级公务员（SEF）培训班,,2006.10,2006.11
林涛,0000011999,学习,国家行政学院,,2007.09,2007.12 
林武民,0000012009,自考,广西大学,高等自考新闻,1988.09,1991.06
林武民,0000012009,本科,中央党校,行政管理,1997.08,1999.12
林武民,0000012009,研究生,广西区党校,行政管理,2002.09,2005.01
林锡波,0000012010,本科,省委党校业余大学,外向型经济管理专业,1993.09,1996.07
林锡波,0000012010,本科,中央党校函授学院广东分院本科班,行政管理专业,2002.08,2004.12
林喜洋,0000012012,学习,衡阳师范专科学校,政教,1987.09,1990.07 
林喜洋,0000012012,本科,中央党校,经济管理,1993.09,1995.12
林喜洋,0000012012,研究生,湖南省委党校,经济管理,2006.09,2009.07 
林先华,0000012013,本科,复旦大学,国际政治,1986.09,1990.07
林先华,0000012013,研究生,中央党校,经济学,2000.09,2003.07
林先华,0000012013,学习,美国肯恩大学,公共管理,2002.08,2003.08 
林贤,0000012014,研究生,福建省委党校,,,
林晓峰,0000012018,研究生,浙江省委党校,,,
林义铭,0000012025,本科,中央党校,,,
林亦俊,0000012026,学习,浙江省平阳县金乡区中学,,,1979.01
林亦俊,0000012026,学习,浙江省温州师范专科学校,,1979.00,
林奕斌,0000012027,学习,福建师范大学,政教系,1977.02,
林毅,0000012029,本科,中央党校,,,
林振光,0000012040,中专,广东电子技术学校,无线电技术,1980.09,1983.07
林振光,0000012040,大专,中山大学,中文,1985.05,1987.12
林振光,0000012040,大专,暨南大学,,1990.05,1992.12
林振光,0000012040,培训,茂名市委党校,,1995.11,1996.01
林振光,0000012040,研究生,省委党校,党建,1996.09,1999.07
林志坤,0000012043,学习,福建省经济管理干部学院,工业企业管理,1986.09,1988.07
林志坤,0000012043,学习,中国人民大学,工业经济专业,1995.10,1997.10
林志坤,0000012043,本科,中央党校,经济管理,1998.09,2000.12
林志坤,0000012043,学习,福建省委党校,,2001.04,2001.06
蔺红军,0000012047,学习,甘肃工业大学,工民建,1986.09,1990.06
蔺红军,0000012047,研究生,兰州大学,区域经济,2000.03,2002.03
蔺治斌,0000012050,本科,延安大学化学系,化工专业,1980.09,1984.07
蔺治斌,0000012050,学习,省委党校,,1987.06,1987.12
蔺治斌,0000012050,研究生,上海师大法商学院,行政管理,2001.09,2002.06
凌月明,0000012055,本科,南京化工学院,无机化工,1979.09,1983.08
凌月明,0000012055,研究生,福建师范大学,政治经济学,1999.09,2002.08
凌月明,0000012055,学习,中央党校,,2004.03,2005.01
凌月明,0000012055,学习,长江商学院,工商管理,2006.05,2008.09
刘宝芳,0000012061,学习,长春中医学院,,1989.08,1993.07 
刘本芳,0000012066,本科,中央党校,党政管理专业,,
刘本良,0000012067,,仪陇师范学校,,1978.09,1981.07
刘本良,0000012067,专科,西南大学,历史,1987.09,1989.07
刘本良,0000012067,本科,省委党校,经济管理,1995.09,1997.12
刘本良,0000012067,研究生,西南师大,区域经济,1998.06,2000.06
刘博夫,0000012073,专科,巢湖师范专科学校,中文,1988.09,1990.07
刘博夫,0000012073,研究生,上海师范大学,中国古代史,1994.09,1997.08
刘朝平,0000012078,研究生,中共中央党校,,,
刘冲,0000012083,本科,陕西省农林学校,畜牧专业,1980.09,1983.07
刘冲,0000012083,本科,中央党校函授学院,经济管理专业,1993.09,1995.12
刘冲,0000012083,研究生,西安交通大学研究生课程研修班,行政管理专业,2002.04,2004.03
刘传谨,0000012085,本科,聊城师范学院,物理专业,1983.09,1987.07
刘闯,0000012086,研究生,江西省委党校,,,
刘春,0000012087,本科,内蒙古民族师范学院,汉语言文学,1987.09,1991.07
刘春,0000012087,进修,吉林大学,马克思主义理论教育,1996.01,1998.04
刘春,0000012087,研究生,辽宁大学,工商管理硕士,2006.04,2008.06
刘春,0000012087,研究生,中国社会科学院,中国当代史,2009.09,2013.07
刘春,0000012087,博士,中国农业大学,农业经济史,2009.09,2014.07
刘春成,0000012088,本科,辽宁大学,工业经济,,1986.07
刘春成,0000012088,研究生,辽宁省委党校,,,
刘春华,0000012089,学习,南京林业大学,农业推广,2002.09,2005.03
刘春茂,0000012090,学习,商洛地区师范学校,,1980.09,1982.07
刘德力,0000012098,研究生,陕西省委党校,,,
刘定辉,0000012105,大专,赣州地委党校,,1986.09,1988.06
刘定青,0000012106,学习,湖南省供销学校,统计专业,1980.07,1982.07 
刘定青,0000012106,本科,湖南师范大学,汉语言文学,,1997.06
刘定青,0000012106,研究生,华中理工大学,文学,,2001.01
刘东波,0000012107,本科,山东财经学院,财政,,
刘东波,0000012107,研究生,山东省委党校,经济管理,,
刘福林,0000012120,,哈密农校,农业经济管理,1981.09,1984.07
刘福林,0000012120,,新疆大学,政治理论,1988.09,1991.07
刘福林,0000012120,研究生,自治区党校,经济管理,2001.07,2004.07
刘福志,0000012122,学习,北京市密云县冯家峪中学,,1969.01,1974.01
刘福志,0000012122,大专,北京市农业干部管理学院,,1994.07,1995.07
刘富祯,0000012124,本科,中央民族学院,民族学,1983.09,1987.09 
刘富祯,0000012124,学习,中央民族学院,民族学,1987.09,1990.07 
刘光明,0000012129,本科,华南师范大学,思想政治教育,1991.09,1995.06
刘光明,0000012129,研究生,广东省委党校,经济学,1997.09,2000.07
刘光明,0000012129,学习,广东省委党校,,2008.09,2008.12
刘光明,0000012129,研究生,暨南大学,行政管理,2008.09,2011.12
刘光明,0000012129,学习,新加坡国立大学,公共行政与管理,2011.03,2012.01
刘国会,0000012138,本科,黑龙江大学,中文,1980.07,1984.07
刘海红,0000012144,学习,江苏省淮阴市计划生育学校,会计,1990.09,1993.06
刘海红,0000012144,学习,江苏省南京市人口干部管理学院,,1995.09,1997.06
刘海红,0000012144,本科,江苏省自考法律专业,,2002.06,
刘海红,0000012144,学习,南京大学,法律,2004.02,2006.12
刘海军,0000012145,学习,武汉工业大学,硅酸盐工程,1986.09,1990.07
刘海军,0000012145,学习,湖北省建材培训中心中层干部岗位职务培训班,,1991.11,1991.12 
刘海军,0000012145,学习,宜昌市委党,,2000.02,2000.05 
刘海军,0000012145,学习,宜昌市委党校,,2004.04,2004.06
刘海军,0000012145,学习,中南财经政法大学,工商管理,2005.03,2007.06
刘海军,0000012145,学习,湖北省委党校,,2007.03,2007.04
刘海军,0000012145,学习,新加坡南洋理工大学,公共管理,2008.03,2009.02
刘恒咏,0000012152,学习,大冶师范学校,,1978.10,1980.07 
刘恒咏,0000012152,学习,武汉大学,新闻专业,1985.09,1987.06
刘恒咏,0000012152,学习,中央党校,经济管理,1995.08,1997.12
刘恒咏,0000012152,学习,湖北省委党校,,1998.03,1998.05 
刘恒咏,0000012152,学习,湖北省委党校,党的建设,1998.09,2001.07 
刘宏,0000012153,本科,吉林建工学院,资源环境与城乡规划管理,2002.09,2005.03
刘宏,0000012153,研究生,吉林省委党校,法律,2003.09,2006.07
刘宏葆,0000012154,学习,河南大学,理论物理,1982.09,1986.07
刘宏葆,0000012154,研究生,浙江大学,哲学专业,1991.08,1994.03
刘宏葆,0000012154,博士,上海大学,材料学,2005.09,2008.10
刘洪,0000012156,研究生,党校,,,
刘洪,0000012156,学习,江西行政学院,人武专业,1991.09,1993.06
刘洪飞,0000012157,本科,牡丹江师范学院,物理,1985.07,1987.07
刘洪飞,0000012157,学习,省委党校,经济管理,1998.09,2001.12
刘会军,0000012167,学习,河南工业大学,企业管理,1985.00,1987.00
刘会军,0000012167,研究生,新疆维吾尔自治区党委党校,工商管理,,
刘吉祥,0000012172,研究生,四川工商管理学院,工商管理,,
刘继承,0000012177,本科,中央党校,经济管理,2003.08,2005.12
刘继承,0000012177,大专,河北工业大学,经济管理,1997.09,1999.06
刘加才,0000012178,研究生,重庆大学,压力加工,1985.09,1988.07
刘金辉,0000012199,本科,,,,
刘金明,0000012200,学习,张家口农业专科学校,,1978.10,1981.07 
刘晋萍,0000012204,学习,太原理工大学,热能动力,1983.09,1987.07
刘晋萍,0000012204,学习,中央团校第十期团地市委书记副书记研究班,,1998.05,1998.07
刘晋萍,0000012204,学习,山西省委党校,,2000.09,2001.01
刘晋萍,0000012204,学习,华中科技大学,,2005.03,2005.09
刘晋萍,0000012204,学习,美国洛杉矶大学,,2005.09,2006.04
刘景堂,0000012207,学习,陕西省团校,,1984.09,1985.06
刘景堂,0000012207,学习,延安地区党校,经济管理,1993.07,1996.03
刘景堂,0000012207,本科,中央党校,经济管理,1996.08,1998.12
刘景堂,0000012207,学习,上海师范大学,行政管理,2000.09,2002.06
刘景新,0000012208,学习,黑龙江省委党校,经济管理,,
刘静,0000012212,本科,甘肃农业大学,林业,1989.09,1993.06 
刘静,0000012212,学习,甘肃省委党校,,2002.09,2003.01
刘静,0000012212,学习,定西市委第一期中青年干部培训班,,2006.03,2006.05
刘军芳,0000012213,学习,江西环境工程学院,林学专业,1983.09,1985.07
刘克胤,0000012223,本科,西北工业大学,,1984.09,1988.07
刘奎生,0000012225,本科,山西大学,经济系,,
刘兰芳,0000012227,本科,江西师范大学,中文系,1984.09,1988.07
刘兰芳,0000012227,学习,南昌大学,公共管理,2007.03,2010.01
刘力江,0000012231,学习,兰州大学,对外关系与经济贸易,1991.09,1994.07
刘力江,0000012231,本科,中央党校,法律,2001.08,2003.12
刘力江,0000012231,研究生,甘肃省委党校,国民经济学,2004.09,2007.06
刘立著,0000012236,专科,廊坊师范专科学校,中文,1978.01,1981.08
刘立著,0000012236,本科,河北大学,函授新闻学,1998.06,2001.07
刘丽,0000012237,本科,东北农学院,农学,1982.09,1986.07
刘丽,0000012237,研究生,东北农业大学,经济管理,1998.09,2000.07
刘丽,0000012237,研修,北京大学,,2000.09,2001.07
刘丽,0000012237,研究生,吉林大学,农村与区域发展,2009.12,2012.12
刘丽,0000012237,研究生,哈尔滨工业大学,高级管理人员工商管理,2010.09,2013.07
刘莉,0000012238,研究生,自治区党校,经济管理专业,,2008.07
刘林,0000012243,研究生,,,,
刘录江,0000012248,本科,中国青年政治学院,,1985.07,1987.08
刘敏,0000012252,研究生,中央党校,,,
刘泮英,0000012258,学习,山东师范大学,化学,1991.09,1993.07 
刘泮英,0000012258,学习,山东省委党校,经济管理,1995.09,1997.12
刘泮英,0000012258,学习,山东省委党校,经济管理,2001.09,2004.06
刘启波,0000012264,中专,辽阳师范学校,,,
刘启波,0000012264,本科,沈阳师范学院,政治教育专业,,
刘启华,0000012266,学习,华中师范大学,区域经济法学,,1999.06
刘钦海,0000012269,学习,泰安师范,,,1985.07
刘钦海,0000012269,学习,中央党校,经济管理专业,1992.07,1995.07
刘任远,0000012285,本科,西南交通大学,工民建,1986.08,1990.08
刘任远,0000012285,学习,西南交通大学,产业经济学,2001.09,2003.07
刘瑞红,0000012292,学习,许昌地区卫校,,1980.09,1983.07
刘瑞红,0000012292,学习,河南省医科大学,临床医学,1985.08,1988.08
刘瑞红,0000012292,学习,河南省委党校,经济管理,1993.09,1995.12
刘瑞红,0000012292,学习,河南省漯河市第8期县级干部培训班,,1998.03,1998.06
刘瑞红,0000012292,学习,河南省委党校,,2003.03,2003.06
刘瑞红,0000012292,学习,澳门（国际公开）大学,工商管理,2003.09,2005.09
刘润长,0000012294,本科,武汉钢铁学院,无机非金属材料,1992.09,1996.06
刘润长,0000012294,学习,潜江市委党校,,2000.05,2000.07
刘润长,0000012294,学习,潜江市委党校,,2001.05,2001.07
刘润长,0000012294,培训,潜江市委党校,,2002.09,2002.11
刘润长,0000012294,进修,湖北省委党校,,2008.09,2008.10
刘若尘,0000012295,本科,中央党校函授学院,法律专业,1997.09,1999.12
刘三民,0000012296,研究生,陕西省委党校,,,
刘圣珍,0000012308,本科,滨州医学院,医疗专业,1980.07 ,
刘圣珍,0000012308,学习,山东省第十期中青年干部培训班,,1999.08,2000.06
刘胜友,0000012310,本科,东北大学,工业工程,1994.09,1998.06
刘胜友,0000012310,研究生,桂林工学院,企业管理,2003.09,2007.09
刘胜友,0000012310,研究生,桂林理工大学,,2010.09,2012.06
刘盛发,0000012311,学习,韩山师专,中文系,1981.09,1984.07 
刘盛发,0000012311,学习,汕头市委第三期中青年干部培训班,,1985.11,1986.02
刘盛发,0000012311,研究生,广东省委党校,经济学,1999.09,2002.07
刘士武,0000012313,研究生,江苏省委党校,,,
刘守亮,0000012317,本科,,,,
刘淑秀,0000012320,本科,山东农学院,农学,1979.09,1983.07
刘淑秀,0000012320,研究生,山东省委党校,政治经济学,1997.09,2000.06
刘淑秀,0000012320,学习,临沂市委党校第10期中青年干部培训班,,2000.09,2001.01
刘树华,0000012321,学习,内乡师范学校,,1978.04,1980.04
刘树华,0000012321,学习,南阳地委党校培训班,,1983.12,1986.01 
刘四宏,0000012326,研究生,区委党校党员领导干部在职研究生班,经济管理专业,,2007.07
刘天才,0000012330,学习,陕西教育学院,教育系,1983.08,1984.07
刘天才,0000012330,本科,陕西教育学院,教育系,1988.08,1991.07
刘天东,0000012331,本科,济南联合大学,机械制造工艺及设备,1993.09,1997.07
刘天东,0000012331,学习,山东大学,管理科学与工程,2001.03,2004.06
刘天东,0000012331,博士,中南大学,管理科学与工程,2004.09,2007.06
刘铁健,0000012334,学习,湖南省水利水电学校,,1980.09,1983.07 
刘铁健,0000012334,本科,武汉水利电力大学,水利水电工程建设,1997.09,1997.09
刘维平,0000012340,学习,中央党校,经济管理,1995.08,1997.12
刘维平,0000012340,学习,陕西省委党校,马克思主义理论与思想教育,2001.09,2004.07
刘卫兵,0000012343,,常德供销学校,工业会计,1988.09,1990.07
刘卫兵,0000012343,大专,湖南省商学院,,1992.09,1994.07
刘卫兵,0000012343,本科,中共中央党校,经济管理,1996.09,1998.01
刘卫兵,0000012343,研究生,中共中央党校,经济管理,2003.09,2006.07
刘卫华,0000012345,研究生,中央党校,,,
刘蔚,0000012347,学习,西安基础大学,法律,1983.09,1986.07
刘蔚,0000012347,研究生,西北政法学院,民商法学,1990.09,1993.07
刘蔚,0000012347,博士,中国政法大学,民商法学,2004.09,2009.01
刘文华,0000012349,研究生,中央党校,,,
刘文杰,0000012350,,承德地区农业学校,果树,1978.01,1981.08
刘文杰,0000012350,,河北广播电视大学,文秘,1987.09,1990.07
刘文杰,0000012350,函授,中央党校,经济,1992.08,1994.12
刘文杰,0000012350,研究生,河北省委党校,在职研究生班经济管理,1999.09,2001.12
刘文龙,0000012353,中专,辽宁省粮食学校,,,
刘文龙,0000012353,研究生,辽宁省委党校,法律,,
刘文儒,0000012356,本科,福州大学,采矿工程,1981.09,1985.07
刘霞,0000012366,学习,西昌师专,中文系,1985.09 ,1988.07 
刘霞,0000012366,函授,四川省委党校,经管,1996.08,1998.12 
刘霞,0000012366,学习,四川大学,管理科学与工程,1999.04 ,2001.07 
刘霞,0000012366,学习,清华大学,公共管理,2003.09 ,2003.11 
刘霞,0000012366,学习,四川省人力资源开发与管理赴英国培训班,,2004.11 ,2004.12 
刘霞,0000012366,研究生,中央党校,经济管理,2003.09,2006.07 
刘先伟,0000012368,学习,西昌师范专科学校,数学专业,1984.09,1987.07
刘先伟,0000012368,学习,四川师范学院,政治历史,1994.09,1997.06
刘先伟,0000012368,研究生,四川省委党校,法学,2002.09,2005.07
刘乡,0000012372,本科,江西工业大学,精细化工,1986.09,1990.08
刘襄渝,0000012374,本科,东南大学,马克思主义基础理论,1988.09,1992.08
刘襄渝,0000012374,学习,四川大学,国民经济学,1996.07,2000.07
刘襄渝,0000012374,学习,四川省委党校,,2003.03,2003.07
刘襄渝,0000012374,研究生,南开大学,国际经贸,2004.01,2006.07
刘向松,0000012376,大专,兵团党委党校,经济管理专业,1992.09,1995.09
刘向松,0000012376,学习,兵团党委党校一年制中青班,,1991.09,1992.07
刘向松,0000012376,本科,中央党校函授,经济管理专业,1996.08,1998.12
刘向松,0000012376,学习,中央党校厅局级班,,1997.09,1998.01
刘向松,0000012376,研究生,中央党校研究生院,经济管理专业,1999.09,2002.08
刘向松,0000012376,学习,中央党校中青班,,2002.03,2003.01
刘小龙,0000012379,学习,中南林学院,林学,1978.09,1982.07
刘晓晨,0000012381,研究生,北京市委党校,经济管理,,
刘晓平,0000012383,本科,复旦大学,文学,,
刘筱柳,0000012385,本科,四川大学,哲学专业,1988.09,1992.07
刘筱柳,0000012385,研究生,四川大学,行政管理,1996.09,1999.06
刘筱柳,0000012385,博士,四川大学,政治经济学,2002.09,2008.06
刘旋,0000012395,学习,太原师范学校,教育专业,1986.09,1989.07
刘亚民,0000012405,研究生,党校,,,
刘亚洲,0000012408,本科,四川省委党校,法律,1995.09,1998.07
刘亚洲,0000012408,学习,四川省委党校,,2006.03,2006.04
刘亚洲,0000012408,研究生,中央党校,经济管理,2002.09,2005.07
刘宜,0000012416,本科,中南大学,公路专业,,
刘宜,0000012416,大专,河南大学,英语专业,1994.08,1997.07
刘宜,0000012416,本科,中央党校,经济管理,1999.08,2001.12
刘宜,0000012416,学习,中国人民大学,政府管理,2003.11,2006.06
刘宜星,0000012417,本科,曲阜师范大学体育系,,,1990.00
刘乙佑,0000012418,学习,山西重机学院,经济工业,,1996.06
刘乙佑,0000012418,函授,中央党校,经济管理,,2007.07
刘迎春,0000012424,学习,桂林冶金地质学院,,1985.09,1986.09
刘迎春,0000012424,学习,华中师范大学,思想政治教育,1986.09,1989.07
刘迎春,0000012424,学习,山东大学,哲学,1992.09,1994.07
刘迎春,0000012424,研究生,清华大学,公共管理,2006.09,2009.01
刘应安,0000012425,学习,西南政法大学,,,
刘永堂,0000012434,研究生,兰州大学,,,
刘永珍,0000012437,学习,湖南省司法学校,法律,1986.09,1988.07 
刘勇锋,0000012438,学习,乾县师范学校,,1981.09,1983.07
刘勇锋,0000012438,学习,咸阳教育学院,,1988.09,1991.09
刘勇锋,0000012438,本科,中央党校函授学院,经济管理专业,1999.08,2001.12
刘勇锋,0000012438,研究生,陕西省委党校,马克思主义理论与思想政治教育专业,2002.09,2005.07
刘勇会,0000012439,学习,湖南零陵师范高等专科学校,中文,,1992.09
刘勇会,0000012439,学习,湖南永州市委党校,,2002.03,2002.07
刘玉泉,0000012449,本科,北京理工大学,自动化,1983.07,1987.07 
刘玉泉,0000012449,研究生,北京理工大学,化学工程,1987.07,1990.04 
刘玉泉,0000012449,学习,成都市委组织部组织在美国菲尼克斯市为期3个月的培训,,2000.00,
刘玉泉,0000012449,学习,四川省委党校,,2004.02,2004.08
刘育生,0000012457,本科,中央党校,,,
刘裕斌,0000012458,本科,青岛海洋大学,应用电子技术,,
刘毓名,0000012460,学习,江西省吉安师范遂川分班,,1979.09,1981.07
