province,province_cn,year,month,hydro_generation_monthly_100m_kwh,nuclear_generation_monthly_100m_kwh,solar_generation_monthly_100m_kwh,thermal_generation_monthly_100m_kwh,wind_generation_monthly_100m_kwh,windsolar_generation_monthly_100m_kwh,observed_source_generation_monthly_100m_kwh
Fujian,福建,2012,12,33.81999999999999,,,96.02999999999997,,,129.84999999999997
Fujian,福建,2013,3,23.672499999999992,,,105.46349999999998,2.5,2.5,131.63599999999997
Fujian,福建,2013,4,20.14,,,93.44,2.0999999999999996,2.0999999999999996,115.67999999999999
Fujian,福建,2013,5,31.91000000000001,,,81.56,1.6000000000000014,1.6000000000000014,115.07000000000001
Fujian,福建,2013,6,38.59,7.989999999999998,,83.0,2.0999999999999996,2.0999999999999996,131.68
Fujian,福建,2013,7,27.340000000000003,7.790000000000003,,115.63999999999999,2.4000000000000004,2.4000000000000004,153.17
Fujian,福建,2013,8,22.17999999999998,8.009999999999998,,134.60000000000002,1.0999999999999979,1.0999999999999979,165.89
Fujian,福建,2013,9,22.670000000000016,8.0,,113.13,2.900000000000002,2.900000000000002,146.70000000000002
Fujian,福建,2013,10,16.139999999999986,7.060000000000002,,115.03999999999996,3.6999999999999993,3.6999999999999993,141.93999999999994
Fujian,福建,2013,11,13.359999999999985,8.11,,120.5100000000001,3.6999999999999993,3.6999999999999993,145.68000000000012
Fujian,福建,2013,12,16.75,8.89,,122.90999999999985,4.199999999999999,4.199999999999999,152.74999999999983
Fujian,福建,2014,3,26.619999999999997,0.0,,108.95999999999998,3.5,3.5,139.07999999999998
Fujian,福建,2014,4,25.430000000000007,0.0,,111.32999999999998,2.4000000000000004,2.4000000000000004,139.16
Fujian,福建,2014,5,36.3,17.240000000000002,,83.24000000000001,2.0,2.0,138.78
Fujian,福建,2014,6,40.64,7.98,,86.25999999999999,2.6999999999999993,2.6999999999999993,137.57999999999998
Fujian,福建,2014,7,36.400000000000006,11.96,,113.35000000000002,2.400000000000002,2.400000000000002,164.11000000000004
Fujian,福建,2014,8,37.47,18.0,,111.70000000000005,1.3999999999999986,1.3999999999999986,168.57000000000005
Fujian,福建,2014,9,30.659999999999968,15.380000000000003,,113.82999999999993,2.1000000000000014,2.1000000000000014,161.96999999999989
Fujian,福建,2014,10,17.720000000000027,17.049999999999997,,112.85000000000002,3.6999999999999993,3.6999999999999993,151.32000000000005
Fujian,福建,2014,11,15.399999999999977,21.799999999999997,,105.87000000000012,4.099999999999998,4.099999999999998,147.17000000000007
Fujian,福建,2014,12,13.850000000000023,24.539999999999992,,112.75,4.899999999999999,4.899999999999999,156.04000000000002
Fujian,福建,2015,1,14.1,,,112.93,,,127.03
Fujian,福建,2015,2,15.660000000000002,,,66.69,,,82.35
Fujian,福建,2015,3,21.41,16.270000000000003,,87.54000000000002,4.5,4.5,129.72000000000003
Fujian,福建,2015,4,16.03,18.4,,103.83999999999997,4.0,4.0,142.26999999999998
Fujian,福建,2015,5,29.0,26.299999999999997,,109.0,2.700000000000001,2.700000000000001,167.0
Fujian,福建,2015,6,37.8,26.89999999999999,,90.89999999999998,3.099999999999998,3.099999999999998,158.69999999999993
Fujian,福建,2015,7,31.0,28.400000000000006,,104.39999999999998,3.5,3.5,167.29999999999998
Fujian,福建,2015,8,36.30000000000001,29.30000000000001,,87.0,2.6000000000000014,2.6000000000000014,155.20000000000002
Fujian,福建,2015,9,35.5,27.599999999999994,,74.60000000000002,2.3999999999999986,2.3999999999999986,140.10000000000002
Fujian,福建,2015,10,30.985500000000002,20.727800000000002,,79.62760000000003,4.900000000000002,4.900000000000002,136.24090000000004
Fujian,福建,2015,11,30.169600000000003,25.691300000000012,,85.12919999999997,4.299999999999997,4.299999999999997,145.2901
Fujian,福建,2015,12,32.57339999999999,29.552999999999997,,79.60580000000004,5.600000000000001,5.600000000000001,147.33220000000003
Fujian,福建,2016,3,39.2,30.599999999999994,,74.2,5.1,5.1,149.1
Fujian,福建,2016,4,46.60000000000001,27.900000000000006,,59.400000000000006,2.5999999999999996,2.5999999999999996,136.50000000000003
Fujian,福建,2016,5,49.099999999999994,29.099999999999994,,69.69999999999999,2.8999999999999986,2.8999999999999986,150.79999999999998
Fujian,福建,2016,6,46.80000000000001,30.30000000000001,,81.0,3.3000000000000007,3.3000000000000007,161.40000000000003
Fujian,福建,2016,7,45.30000000000001,36.19999999999999,0.3067,96.89999999999998,3.3000000000000007,3.606700000000001,182.00669999999997
Fujian,福建,2016,8,33.0,42.900000000000006,0.17510000000000003,105.80000000000007,1.8999999999999986,2.0750999999999986,183.7751000000001
Fujian,福建,2016,9,34.69999999999999,36.0,0.2239,78.69999999999993,4.300000000000001,4.523900000000001,153.92389999999992
Fujian,福建,2016,10,33.39999999999998,32.5,0.20530000000000026,73.10000000000002,5.699999999999999,5.9052999999999995,144.9053
Fujian,福建,2016,11,28.69999999999999,42.10000000000002,0.4131,74.89999999999998,6.0,6.4131,152.11309999999997
Fujian,福建,2016,12,23.400000000000034,56.0,0.3527999999999998,75.80000000000007,6.899999999999999,7.252799999999999,162.4528000000001
Fujian,福建,2017,3,24.300000000000004,50.19999999999999,0.22660000000000002,78.1,4.700000000000001,4.926600000000001,157.5266
Fujian,福建,2017,4,32.8,46.30000000000001,0.26349999999999996,64.6,3.8999999999999986,4.163499999999998,147.8635
Fujian,福建,2017,5,30.799999999999997,43.400000000000006,0.04359999999999997,77.69999999999999,2.6000000000000014,2.6436000000000015,154.54359999999997
Fujian,福建,2017,6,41.5,31.19999999999999,,81.60000000000002,2.1999999999999993,2.1999999999999993,156.5
Fujian,福建,2017,7,40.900000000000006,51.5,0.044399999999999995,99.30000000000001,2.3999999999999986,2.4443999999999986,194.14440000000002
Fujian,福建,2017,8,32.5,55.30000000000001,0.04619999999999999,108.69999999999993,3.900000000000002,3.946200000000002,200.44619999999995
Fujian,福建,2017,9,23.599999999999994,51.89999999999998,0.04970000000000002,126.90000000000009,3.0,3.0497,205.44970000000006
Fujian,福建,2017,10,18.0,50.19999999999999,0.04219999999999996,114.39999999999998,7.799999999999997,7.842199999999997,190.44219999999996
Fujian,福建,2017,11,14.899999999999977,55.10000000000002,0.026600000000000013,106.19999999999993,7.300000000000004,7.326600000000004,183.52659999999995
Fujian,福建,2017,12,15.300000000000011,48.60000000000002,0.029900000000000038,122.29999999999995,8.699999999999996,8.729899999999995,194.92989999999998
Fujian,福建,2018,3,20.9,53.19999999999999,0.15419999999999998,110.89999999999998,4.4,4.554200000000001,189.55419999999998
Fujian,福建,2018,4,16.300000000000004,61.400000000000006,0.3275,106.30000000000001,3.3999999999999986,3.7274999999999987,187.72750000000002
Fujian,福建,2018,5,19.89999999999999,64.20000000000002,0.23340000000000005,130.8,3.8000000000000007,4.0334,218.93340000000003
Fujian,福建,2018,6,30.200000000000003,60.0,0.1825,102.89999999999998,4.300000000000001,4.482500000000001,197.58249999999998
Fujian,福建,2018,7,25.60000000000001,59.19999999999999,0.23239999999999994,142.10000000000002,3.9999999999999964,4.232399999999997,231.13240000000002
Fujian,福建,2018,8,16.299999999999983,54.80000000000001,0.6366,148.89999999999998,2.3000000000000043,2.9366000000000043,222.93659999999997
Fujian,福建,2018,9,25.900000000000006,50.89999999999998,0.46740000000000004,118.50000000000011,5.199999999999996,5.667399999999995,200.96740000000008
Fujian,福建,2018,10,19.80000000000001,54.400000000000034,0.2679999999999998,98.89999999999986,7.100000000000001,7.368000000000001,180.4679999999999
Fujian,福建,2018,11,24.099999999999994,53.69999999999993,0.18520000000000003,100.79999999999995,9.200000000000003,9.385200000000003,187.98519999999988
Fujian,福建,2018,12,24.69999999999999,46.40000000000009,0.17989999999999995,118.80000000000018,7.999999999999993,8.179899999999993,198.07990000000026
Fujian,福建,2019,3,33.0,51.400000000000006,0.21359999999999996,97.79999999999998,6.799999999999999,7.0135999999999985,189.21359999999999
Fujian,福建,2019,4,31.700000000000003,52.19999999999999,0.24780000000000002,101.70000000000005,5.100000000000001,5.347800000000001,190.94780000000003
Fujian,福建,2019,5,29.900000000000006,40.20000000000002,0.2449,106.39999999999998,4.899999999999999,5.144899999999999,181.6449
Fujian,福建,2019,6,42.5,46.29999999999998,0.2528999999999999,97.20000000000005,5.300000000000001,5.552900000000001,191.55290000000002
Fujian,福建,2019,7,45.0,55.60000000000002,0.3143,114.39999999999998,6.100000000000001,6.414300000000002,221.4143
Fujian,福建,2019,8,31.0,58.0,0.37960000000000016,140.69999999999993,5.199999999999996,5.579599999999996,235.27959999999993
Fujian,福建,2019,9,17.599999999999994,53.30000000000001,0.4194,139.70000000000005,6.300000000000004,6.719400000000004,217.31940000000006
Fujian,福建,2019,10,12.899999999999977,51.299999999999955,0.3277000000000001,130.20000000000005,7.0,7.3277,201.72769999999997
Fujian,福建,2019,11,12.200000000000045,61.80000000000007,0.30169999999999986,143.79999999999995,9.800000000000004,10.101700000000005,227.9017000000001
Fujian,福建,2019,12,10.799999999999955,65.0,0.25340000000000007,140.4000000000001,8.299999999999997,8.553399999999996,224.75340000000006
Fujian,福建,2020,3,21.400000000000002,53.30000000000001,0.26320000000000005,102.9,6.4,6.663200000000001,184.2632
Fujian,福建,2020,4,23.799999999999997,53.0,0.2945,106.80000000000001,7.300000000000001,7.594500000000001,191.1945
Fujian,福建,2020,5,23.0,57.79999999999998,0.2783,116.59999999999997,5.199999999999999,5.478299999999999,202.87829999999994
Fujian,福建,2020,6,31.799999999999997,49.70000000000002,0.29679999999999995,132.2,8.5,8.7968,222.49679999999998
Fujian,福建,2020,7,19.500000000000014,63.599999999999966,0.3433999999999999,180.30000000000007,9.200000000000003,9.543400000000002,272.94340000000005
Fujian,福建,2020,8,13.199999999999989,63.10000000000002,0.3808,187.29999999999995,5.599999999999994,5.980799999999994,269.58079999999995
Fujian,福建,2020,9,16.099999999999994,59.10000000000002,0.2810999999999999,149.5999999999999,5.100000000000001,5.381100000000002,230.18109999999993
Fujian,福建,2020,10,14.800000000000011,50.19999999999993,0.29300000000000015,126.20000000000005,16.699999999999996,16.992999999999995,208.19299999999998
Fujian,福建,2020,11,11.199999999999989,62.60000000000002,0.2768999999999999,133.4000000000001,16.900000000000006,17.176900000000007,224.37690000000012
Fujian,福建,2020,12,7.5,63.10000000000002,0.17860000000000031,148.70000000000005,15.799999999999997,15.978599999999997,235.27860000000007
Fujian,福建,2021,3,13.899999999999999,67.19999999999999,0.274,141.60000000000002,10.200000000000003,10.474000000000004,233.174
Fujian,福建,2021,4,10.0,65.1,0.31100000000000005,136.89999999999998,10.299999999999997,10.610999999999997,222.611
Fujian,福建,2021,5,26.200000000000003,72.69999999999999,0.30589999999999984,131.20000000000005,8.5,8.8059,238.90590000000003
Fujian,福建,2021,6,30.099999999999994,68.30000000000001,0.3063,136.0,8.800000000000004,9.106300000000005,243.5063
Fujian,福建,2021,7,20.10000000000001,70.30000000000001,0.4103999999999999,190.0999999999999,10.799999999999997,11.210399999999996,291.71039999999994
Fujian,福建,2021,8,20.0,68.29999999999995,0.3796000000000004,176.9000000000001,8.299999999999997,8.679599999999997,273.8796000000001
Fujian,福建,2021,9,16.69999999999999,64.30000000000007,0.4119999999999999,178.5,6.200000000000003,6.612000000000003,266.1120000000001
Fujian,福建,2021,10,3.5999999999999943,63.89999999999998,0.3313999999999999,134.79999999999995,16.700000000000003,17.0314,219.33139999999992
Fujian,福建,2021,11,11.900000000000006,62.10000000000002,0.2913000000000001,126.20000000000005,14.200000000000003,14.491300000000003,214.69130000000007
Fujian,福建,2021,12,9.5,65.10000000000002,0.2921,130.29999999999995,18.5,18.7921,223.69209999999998
Fujian,福建,2022,3,21.7,59.3,0.26919999999999994,144.79999999999998,16.700000000000003,16.969200000000004,242.7692
Fujian,福建,2022,4,22.5,67.6,0.2982,103.0,13.700000000000003,13.998200000000002,207.0982
Fujian,福建,2022,5,33.8,69.90000000000003,0.2711000000000001,97.30000000000007,13.899999999999991,14.171099999999992,215.17110000000008
Fujian,福建,2022,6,43.7,66.5,0.24219999999999997,107.29999999999995,13.100000000000009,13.342200000000009,230.84219999999996
Fujian,福建,2022,7,27.80000000000001,80.19999999999999,0.3960999999999999,175.79999999999995,16.700000000000003,17.096100000000003,300.89609999999993
Fujian,福建,2022,8,17.299999999999983,76.30000000000001,0.4558,202.10000000000014,6.5,6.9558,302.6558000000001
Fujian,福建,2022,9,10.400000000000006,65.69999999999993,0.39979999999999993,166.89999999999986,14.199999999999989,14.599799999999988,257.5997999999998
Fujian,福建,2022,10,9.0,77.70000000000005,0.3441000000000001,129.5,29.5,29.8441,246.04410000000004
Fujian,福建,2022,11,13.199999999999989,79.20000000000005,0.21419999999999995,123.90000000000009,20.200000000000017,20.414200000000015,236.71420000000015
Fujian,福建,2022,12,14.100000000000023,80.69999999999993,0.26469999999999994,126.29999999999995,29.099999999999994,29.364699999999996,250.4646999999999
Fujian,福建,2023,3,16.0,67.2,0.3454999999999999,143.89999999999998,17.4,17.7455,244.84549999999996
Fujian,福建,2023,4,27.099999999999994,73.69999999999999,0.40759999999999996,127.60000000000002,12.400000000000006,12.807600000000006,241.2076
Fujian,福建,2023,5,26.700000000000003,73.10000000000002,0.5988,128.8,15.899999999999991,16.498799999999992,245.09880000000004
Fujian,福建,2023,6,24.400000000000006,69.80000000000001,0.41400000000000015,177.60000000000002,9.200000000000003,9.614000000000003,281.414
Fujian,福建,2023,7,19.10000000000001,79.79999999999995,0.5478000000000001,197.0999999999999,16.299999999999997,16.847799999999996,312.8477999999999
Fujian,福建,2023,8,22.399999999999977,76.60000000000002,0.5044999999999997,192.20000000000005,9.099999999999994,9.604499999999994,300.8045000000001
Fujian,福建,2023,9,23.700000000000017,68.20000000000005,0.4961000000000002,153.5999999999999,15.100000000000023,15.596100000000023,261.0961
Fujian,福建,2023,10,13.5,68.59999999999991,0.4269000000000003,140.10000000000014,24.299999999999983,24.726899999999983,246.92690000000002
Fujian,福建,2023,11,11.400000000000006,71.5,0.4585999999999997,155.0999999999999,20.700000000000017,21.158600000000018,259.1585999999999
Fujian,福建,2023,12,11.399999999999977,69.80000000000007,0.31569999999999965,174.29999999999995,23.899999999999977,24.215699999999977,279.71569999999997
Gansu,甘肃,2000,1,2.69,,,12.15,,,14.84
Gansu,甘肃,2000,2,10.270000000000001,,,12.679999999999998,,,22.95
Gansu,甘肃,2000,3,6.939999999999998,,,13.18,,,20.119999999999997
Gansu,甘肃,2000,4,7.990000000000002,,,8.340000000000003,,,16.330000000000005
Gansu,甘肃,2000,5,16.869999999999997,,,23.249999999999993,,,40.11999999999999
Gansu,甘肃,2000,6,9.14,,,,,,9.14
Gansu,甘肃,2000,7,9.649999999999999,,,11.670000000000002,,,21.32
Gansu,甘肃,2000,8,9.219999999999999,,,13.269999999999996,,,22.489999999999995
Gansu,甘肃,2000,9,8.930000000000007,,,8.170000000000002,,,17.10000000000001
Gansu,甘肃,2000,10,11.069999999999993,,,8.16000000000001,,,19.230000000000004
Gansu,甘肃,2000,11,3.549999999999997,,,22.659999999999982,,,26.20999999999998
Gansu,甘肃,2000,12,6.220000000000013,,,17.53,,,23.750000000000014
Gansu,甘肃,2001,1,5.61,,,13.6,,,19.21
Gansu,甘肃,2001,2,4.04,,,15.83,,,19.87
Gansu,甘肃,2001,3,5.23,,,16.060000000000002,,,21.290000000000003
Gansu,甘肃,2001,4,8.679999999999998,,,12.089999999999996,,,20.769999999999996
Gansu,甘肃,2001,5,11.720000000000002,,,11.689999999999998,,,23.41
Gansu,甘肃,2001,6,10.57,,,12.980000000000004,,,23.550000000000004
Gansu,甘肃,2001,7,9.189999999999998,,,12.849999999999994,,,22.039999999999992
Gansu,甘肃,2001,8,9.020000000000003,,,11.91000000000001,,,20.930000000000014
Gansu,甘肃,2001,9,8.549999999999997,,,10.14,,,18.689999999999998
Gansu,甘肃,2001,10,9.879999999999995,,,11.539999999999992,,,21.419999999999987
Gansu,甘肃,2001,11,10.11,,,13.310000000000002,,,23.42
Gansu,甘肃,2001,12,8.52000000000001,,,42.129999999999995,,,50.650000000000006
Gansu,甘肃,2002,1,5.64,,,16.83,,,22.47
Gansu,甘肃,2002,2,4.320000000000001,,,21.32,,,25.64
Gansu,甘肃,2002,3,6.43,,,19.300000000000004,,,25.730000000000004
Gansu,甘肃,2002,4,8.89,,,16.310000000000002,,,25.200000000000003
Gansu,甘肃,2002,5,12.32,,,15.949999999999989,,,28.26999999999999
Gansu,甘肃,2002,6,14.740000000000002,,,17.55000000000001,,,32.29000000000001
Gansu,甘肃,2002,7,10.319999999999993,,,18.439999999999998,,,28.75999999999999
Gansu,甘肃,2002,8,9.350000000000009,,,18.790000000000006,,,28.140000000000015
Gansu,甘肃,2002,9,8.049999999999997,,,17.310000000000002,,,25.36
Gansu,甘肃,2002,10,11.629999999999995,,,15.409999999999997,,,27.039999999999992
Gansu,甘肃,2002,11,9.400000000000006,,,23.72999999999999,,,33.129999999999995
Gansu,甘肃,2002,12,4.6499999999999915,,,33.31999999999999,,,37.969999999999985
Gansu,甘肃,2003,1,5.8,,,19.34,,,25.14
Gansu,甘肃,2003,2,1.6100000000000003,,,27.029999999999998,,,28.639999999999997
Gansu,甘肃,2003,3,2.1799999999999997,,,23.03000000000001,,,25.210000000000008
Gansu,甘肃,2003,4,5.199999999999999,,,23.059999999999988,,,28.259999999999987
Gansu,甘肃,2003,5,8.350000000000001,,,21.440000000000012,,,29.790000000000013
Gansu,甘肃,2003,6,7.969999999999999,,,23.72999999999999,,,31.69999999999999
Gansu,甘肃,2003,7,7.509999999999998,,,23.480000000000018,,,30.990000000000016
Gansu,甘肃,2003,8,10.79,,,23.169999999999987,,,33.95999999999999
Gansu,甘肃,2003,9,11.220000000000006,,,17.69999999999999,,,28.919999999999995
Gansu,甘肃,2003,10,13.119999999999997,,,17.590000000000003,,,30.71
Gansu,甘肃,2003,11,11.379999999999995,,,25.03,,,36.41
Gansu,甘肃,2003,12,22.939999999999998,,,51.349999999999994,,,74.28999999999999
Gansu,甘肃,2004,1,5.28,,,29.58,,,34.86
Gansu,甘肃,2004,2,4.6000000000000005,,,23.370000000000005,,,27.970000000000006
Gansu,甘肃,2004,3,6.179999999999998,,,14.959999999999994,,,21.139999999999993
Gansu,甘肃,2004,4,8.120000000000001,,,23.5,,,31.62
Gansu,甘肃,2004,5,11.149999999999999,,,28.560000000000002,,,39.71
Gansu,甘肃,2004,6,16.200000000000003,,,46.870000000000005,,,63.07000000000001
Gansu,甘肃,2004,7,10.299999999999997,,,27.72,,,38.019999999999996
Gansu,甘肃,2004,8,8.760000000000005,,,26.609999999999985,,,35.36999999999999
Gansu,甘肃,2004,9,8.47999999999999,,,24.28,,,32.75999999999999
Gansu,甘肃,2004,10,14.730000000000004,,,25.960000000000036,,,40.69000000000004
Gansu,甘肃,2004,11,11.909999999999997,,,29.379999999999995,,,41.28999999999999
Gansu,甘肃,2004,12,15.080000000000013,,,33.22999999999996,,,48.309999999999974
Gansu,甘肃,2005,1,6.36,,,29.96,,,36.32
Gansu,甘肃,2005,2,6.19,,,30.86,,,37.05
Gansu,甘肃,2005,3,6.009999999999998,,,36.26,,,42.269999999999996
Gansu,甘肃,2005,4,9.98,,,27.930000000000007,,,37.91000000000001
Gansu,甘肃,2005,5,14.399999999999999,,,25.62999999999998,,,40.02999999999998
Gansu,甘肃,2005,6,14.800000000000004,,,27.380000000000024,,,42.18000000000003
Gansu,甘肃,2005,7,13.399999999999999,,,27.069999999999993,,,40.46999999999999
Gansu,甘肃,2005,8,14.420000000000002,,,24.789999999999992,,,39.209999999999994
Gansu,甘肃,2005,9,16.370000000000005,,,22.849999999999994,,,39.22
Gansu,甘肃,2005,10,20.059999999999988,,,21.159999999999997,,,41.219999999999985
Gansu,甘肃,2005,11,13.799999999999997,,,23.210000000000036,,,37.01000000000003
Gansu,甘肃,2005,12,9.340000000000003,,,42.599999999999966,,,51.93999999999997
Gansu,甘肃,2006,1,6.85,,,32.53,,,39.38
Gansu,甘肃,2006,2,6.880000000000001,,,30.17,,,37.050000000000004
Gansu,甘肃,2006,3,9.52,,,30.679999999999993,,,40.19999999999999
Gansu,甘肃,2006,4,13.719999999999999,,,24.33,,,38.05
Gansu,甘肃,2006,5,16.72,,,23.950000000000003,,,40.67
Gansu,甘肃,2006,6,17.060000000000002,,,26.02000000000001,,,43.08000000000001
Gansu,甘肃,2006,7,15.86,,,25.25999999999999,,,41.11999999999999
Gansu,甘肃,2006,8,15.379999999999995,,,26.689999999999998,,,42.06999999999999
Gansu,甘肃,2006,9,17.80000000000001,,,25.539999999999992,,,43.34
Gansu,甘肃,2006,10,15.079999999999998,,,30.580000000000013,,,45.66000000000001
Gansu,甘肃,2006,11,14.389999999999986,,,37.25999999999999,,,51.64999999999998
Gansu,甘肃,2006,12,17.870000000000005,,,43.78000000000003,,,61.650000000000034
Gansu,甘肃,2007,1,6.44,,,36.02,,,42.46
Gansu,甘肃,2007,2,6.06,,,39.74999999999999,,,45.809999999999995
Gansu,甘肃,2007,3,9.04,,,44.980000000000004,,,54.02
Gansu,甘肃,2007,4,12.329999999999998,,,33.400000000000006,,,45.730000000000004
Gansu,甘肃,2007,5,19.270000000000003,,,36.47,,,55.74
Gansu,甘肃,2007,6,20.799999999999997,,,27.900000000000006,,,48.7
Gansu,甘肃,2007,7,21.36,,,32.03,,,53.39
Gansu,甘肃,2007,8,20.540000000000006,,,30.379999999999995,,,50.92
Gansu,甘肃,2007,9,20.840000000000003,,,24.29000000000002,,,45.130000000000024
Gansu,甘肃,2007,10,21.430000000000007,,,35.079999999999984,,,56.50999999999999
Gansu,甘肃,2007,11,17.099999999999994,,,40.170000000000016,,,57.27000000000001
Gansu,甘肃,2007,12,8.699999999999989,,,43.89999999999998,,,52.599999999999966
Gansu,甘肃,2008,1,7.61,,,43.45,,,51.06
Gansu,甘肃,2008,2,7.329999999999999,,,39.599999999999994,,,46.92999999999999
Gansu,甘肃,2008,3,11.250000000000002,,,57.019999999999996,,,68.27
Gansu,甘肃,2008,4,17.81,,,38.96000000000001,,,56.77000000000001
Gansu,甘肃,2008,5,19.759999999999998,,,39.75,,,59.51
Gansu,甘肃,2008,6,25.4,,,33.870000000000005,,,59.27
Gansu,甘肃,2008,7,19.980000000000004,,,37.33000000000001,,,57.31000000000002
Gansu,甘肃,2008,8,20.67,,,33.43000000000001,,,54.10000000000001
Gansu,甘肃,2008,9,18.789999999999992,,,32.25,,,51.03999999999999
Gansu,甘肃,2008,10,22.659999999999997,,,32.06999999999999,,,54.72999999999999
Gansu,甘肃,2008,11,16.670000000000016,,,29.44999999999999,,,46.120000000000005
Gansu,甘肃,2008,12,10.629999999999995,,,49.02999999999997,,,59.65999999999997
Gansu,甘肃,2009,1,10.54381,,,34.36975,,,44.913560000000004
Gansu,甘肃,2009,2,9.771810000000002,,,30.007519999999992,,,39.779329999999995
Gansu,甘肃,2009,3,9.999589999999994,,,48.141329,,,58.140919
Gansu,甘肃,2009,4,19.004914000000003,,,29.450928000000005,,,48.455842000000004
Gansu,甘肃,2009,5,26.036339000000005,,,31.505246999999997,,,57.541586
Gansu,甘肃,2009,6,28.130527999999998,,,30.890427000000017,,,59.020955000000015
Gansu,甘肃,2009,7,22.512632999999994,,,35.88252799999998,,,58.39516099999997
Gansu,甘肃,2009,8,25.218044000000006,,,35.039004999999975,,,60.25704899999998
Gansu,甘肃,2009,9,25.143203,,,27.548156000000006,,,52.691359000000006
Gansu,甘肃,2009,10,24.436487,,,34.061128999999994,,,58.497615999999994
Gansu,甘肃,2009,11,19.46085099999999,,,42.765689000000066,,,62.22654000000006
Gansu,甘肃,2009,12,16.91939500000001,,,52.78359899999998,,,69.70299399999999
Gansu,甘肃,2010,1,11.444078999999999,,,55.102015,,,66.546094
Gansu,甘肃,2010,2,8.829375000000002,,,50.773008,,,59.602383
Gansu,甘肃,2010,3,10.971973000000002,,,54.754913000000016,,,65.72688600000002
Gansu,甘肃,2010,4,20.811202999999995,,,37.59832,,,58.40952299999999
Gansu,甘肃,2010,5,22.187161000000003,,,37.22209599999999,,,59.409257
Gansu,甘肃,2010,6,29.882470999999995,,,33.25277399999999,,,63.13524499999998
Gansu,甘肃,2010,7,32.50559700000002,,,31.872840999999994,,,64.37843800000002
Gansu,甘肃,2010,8,31.025618999999978,,,28.190095999999983,,,59.21571499999996
Gansu,甘肃,2010,9,25.553634000000017,,,31.788012999999978,,,57.341646999999995
Gansu,甘肃,2010,10,22.743067999999965,,,38.90047300000009,,,61.643541000000056
Gansu,甘肃,2010,11,21.59694700000003,,,49.887614999999926,,,71.48456199999995
Gansu,甘肃,2010,12,15.554445999999984,,,52.945430000000044,,,68.49987600000003
Gansu,甘肃,2011,1,10.155455,,,59.235451,,,69.390906
Gansu,甘肃,2011,2,8.831271000000001,,,56.66261299999999,,,65.493884
Gansu,甘肃,2011,3,9.982906,,,73.687662,,,83.670568
Gansu,甘肃,2011,4,16.986159999999995,,,64.22002499999999,,,81.20618499999999
Gansu,甘肃,2011,5,22.250417000000006,,,66.31200799999999,,,88.56242499999999
Gansu,甘肃,2011,6,27.795153999999997,,,58.10720300000003,,,85.90235700000002
Gansu,甘肃,2011,7,29.37124900000002,,,48.94011699999999,,,78.311366
Gansu,甘肃,2011,8,23.708949000000004,,,51.57842099999999,,,75.28737
Gansu,甘肃,2011,9,25.248462999999987,,,48.427921000000026,,,73.67638400000001
Gansu,甘肃,2011,10,25.724662999999993,,,58.738332000000014,,,84.462995
Gansu,甘肃,2011,11,21.66975099999999,,,60.495420999999965,,,82.16517199999996
Gansu,甘肃,2011,12,14.924780000000027,,,63.508508000000006,,,78.43328800000003
Gansu,甘肃,2012,1,10.552432000000001,,,66.37608900000001,,,76.928521
Gansu,甘肃,2012,2,9.429143999999999,,,61.39698499999999,,,70.82612899999998
Gansu,甘肃,2012,3,11.436226000000001,,,81.39109700000002,,,92.82732300000002
Gansu,甘肃,2012,4,15.205680999999998,,,64.76853899999998,,,79.97421999999997
Gansu,甘肃,2012,5,26.751470000000005,,,46.055713000000026,,,72.80718300000004
Gansu,甘肃,2012,6,31.122678000000008,,,58.67487199999999,,,89.79755
Gansu,甘肃,2012,7,30.843420999999978,,,51.703296999999964,,,82.54671799999994
Gansu,甘肃,2012,8,34.184275000000014,,,46.60287800000003,,,80.78715300000005
Gansu,甘肃,2012,9,32.35500200000001,,,48.469014000000016,,,80.82401600000003
Gansu,甘肃,2012,10,29.592068000000012,,,51.05999299999996,,,80.65206099999997
Gansu,甘肃,2012,11,18.185637999999983,,,64.56984,,,82.75547799999998
Gansu,甘肃,2012,12,25.196611999999988,,,76.44572100000005,,,101.64233300000004
Gansu,甘肃,2013,3,15.593500000000002,,,66.3449,9.700000000000001,9.700000000000001,91.6384
Gansu,甘肃,2013,4,18.189999999999998,,,66.32000000000002,5.800000000000001,5.800000000000001,90.31000000000002
Gansu,甘肃,2013,5,26.46,,,51.98000000000002,11.799999999999997,11.799999999999997,90.24000000000001
Gansu,甘肃,2013,6,31.28,,,56.059999999999945,10.200000000000003,10.200000000000003,97.53999999999995
Gansu,甘肃,2013,7,36.21000000000001,,,42.99000000000001,9.600000000000001,9.600000000000001,88.80000000000001
Gansu,甘肃,2013,8,37.95999999999998,,,36.84000000000003,12.299999999999997,12.299999999999997,87.10000000000001
Gansu,甘肃,2013,9,29.54000000000002,,,43.72999999999996,10.799999999999997,10.799999999999997,84.06999999999998
Gansu,甘肃,2013,10,27.539999999999992,,,59.36000000000007,10.900000000000006,10.900000000000006,97.80000000000007
Gansu,甘肃,2013,11,21.47999999999999,,,77.93999999999994,9.5,9.5,108.91999999999993
Gansu,甘肃,2013,12,16.75999999999999,,,93.25,7.0,7.0,117.00999999999999
Gansu,甘肃,2014,3,12.52,,,75.60999999999999,9.7,9.7,97.82999999999998
